"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160
100	0.6232402	0.7301667	0.0218815	0.0154337	0.3622452	0.0053843	0.1509775	0.0572225	0.4783623	0.3482484	0.6282566	0.3549305	0.4239159	0.0409685	0.3904958	0.0023579	0.3669683	0.5651140	0.4891271	0.6337566	0.0509820	0.7494375	0.0236526	0.0931220	0.1437680	0.0722231	0.6931726	0.0899810	0.6029479	0.1775801	0.3856484	0.7393407	0.5762879	0.4401292	0.3987544	0.7519981	0.3737846	0.0886663	0.1368217	0.7039300	0.7326121	0.2736793	0.2642462	0.3420821	0.7306673	0.2502812	0.1257696	0.4692952	0.5874908	0.5891546	0.1331902	0.4310916	0.0556937	0.7297158	0.0048941	0.2621493	0.0655239	0.2765457	0.1526407	0.7667531	0.3340160	0.0953497	0.1010416	0.0630091	0.0236251	0.0484232	0.2908612	0.6315303	0.0378726	0.5332705	0.3626100	0.4685102	0.3821678	0.0240728	0.5881945	0.2335772	0.0852498	0.2646726	0.1552819	0.1601269	0.7027812	0.7453293	0.7126975	0.6331162	0.5776998	0.5755887	0.0124738	0.0520117	0.6030428	0.2658721	0.4303604	0.4009284	0.6455568	0.3727436	0.0818690	0.6844142	0.2743459	0.6930199	0.6078638	0.8078165	0.0230280	0.4615990	0.6161116	0.0132760	0.7738629	0.3807552	0.5223012	0.5939875	0.2626120	0.0006733	0.4720464	0.7426643	0.9026879	0.6490161	0.7179734	0.6541957	0.5504363	0.0008690	0.6353826	0.0145865	0.6913186	0.6527757	0.3290611	0.1456708	0.7801209	0.3546682	0.6485915	0.3651207	0.6956788	0.4851855	0.6987477	0.6446311	0.7322951	0.6370878	0.3897263	0.5717813	0.5766310	0.6015611	0.6970408	0.5241379	0.7435341	0.6806578	0.3978188	0.4974908	0.6220914	0.6871033	0.1642011	0.5879209	0.2922993	0.1084151	0.5202598	0.5496967	0.5780969	0.7375554	0.7981422	0.5041023	0.4479400	0.5070901	0.0297025	0.5765479
150	0.8420474	0.7326950	0.0280277	0.0239077	0.3029428	0.0130272	0.1562296	0.0588887	0.7211748	0.3481692	0.7447808	0.2815571	0.3714279	0.0597368	0.2897046	0.0011334	0.4243529	0.6752165	0.4432917	0.6065922	0.0367576	0.7358336	0.0226902	0.0563012	0.1286126	0.0146932	0.7245946	0.0534288	0.6502845	0.1796853	0.3956877	0.6977699	0.5367738	0.4244460	0.3886400	0.6247334	0.3988034	0.1199882	0.1093777	0.6455438	0.7053521	0.1428627	0.2756300	0.5613619	0.6122550	0.1407332	0.2197451	0.6080130	0.6299863	0.7591737	0.1358597	0.4002135	0.0240707	0.8012181	0.0060817	0.2504079	0.0521264	0.1987913	0.1295780	0.8448288	0.3733404	0.0436199	0.1160805	0.1081426	0.0662204	0.0258947	0.3494883	0.6700154	0.0498151	0.4698530	0.4341191	0.5079279	0.5004864	0.0303678	0.5724432	0.3247823	0.0687584	0.1910815	0.1236125	0.2031958	0.6994880	0.6237468	0.6760650	0.6739617	0.5622254	0.6680503	0.0025132	0.0435402	0.6324995	0.1946787	0.4310225	0.3714469	0.7355885	0.3805598	0.0525482	0.6682408	0.1544056	0.6160812	0.6416091	0.6218973	0.0085174	0.5813703	0.7284089	0.0355887	0.6728975	0.3532489	0.5591886	0.5886287	0.1817636	0.0001678	0.4480237	0.6760403	0.6880977	0.5327161	0.7875853	0.7309940	0.6178231	0.0004762	0.6451071	0.0028220	0.7599160	0.5518564	0.3877561	0.0939355	0.6879477	0.4170942	0.5929198	0.4834855	0.7069418	0.6041159	0.8579370	0.6503810	0.6150950	0.6916006	0.4864557	0.7732813	0.7208676	0.5894930	0.6569838	0.6863966	0.5727858	0.7173953	0.3907410	0.6246573	0.7129278	0.7823283	0.1235618	0.6664712	0.2528380	0.1087805	0.5136458	0.5220975	0.5632311	0.6310393	0.7125862	0.4800772	0.4482332	0.4282187	0.0214331	0.5417624
200	0.6336067	0.6384003	0.0231353	0.0218394	0.3772132	0.0053748	0.1235258	0.0933131	0.6578074	0.2775764	0.6348477	0.2353265	0.3659519	0.0445206	0.3347032	0.0002924	0.4624252	0.8091558	0.5477401	0.5711206	0.0288869	0.7419613	0.0349918	0.0768299	0.1245534	0.0811391	0.6763048	0.1179380	0.6115363	0.1958657	0.4026774	0.5793083	0.5867340	0.3669863	0.3158028	0.5469069	0.3742046	0.1077048	0.1251828	0.6007951	0.6091009	0.1682882	0.1672979	0.6764325	0.7070642	0.2652955	0.2219308	0.6292620	0.7902081	0.6046158	0.0747171	0.4460500	0.0260821	0.7414075	0.0195777	0.3020142	0.0421889	0.2332732	0.1230059	0.7109160	0.4472233	0.0897247	0.0800688	0.0645506	0.0437941	0.0952893	0.3987838	0.5774921	0.0470089	0.5474809	0.3871655	0.4130046	0.5002936	0.0319908	0.4560069	0.3009582	0.1273149	0.1976007	0.1833093	0.1474422	0.6867948	0.7175687	0.6378571	0.7999107	0.5451847	0.6980764	0.0088643	0.0410965	0.5428884	0.2144086	0.3608382	0.3876176	0.6063943	0.4989656	0.0239025	0.5346835	0.1339197	0.5440636	0.7701780	0.8044474	0.0216787	0.4106907	0.6755579	0.0265004	0.6964635	0.4594795	0.4679454	0.6214866	0.2414978	0.0002331	0.4508562	0.6187116	0.5970406	0.5824642	0.8009736	0.5644812	0.5326613	0.0000000	0.7082722	0.0085859	0.7299081	0.6745051	0.3708072	0.0716395	0.6760080	0.3430187	0.6907240	0.4856719	0.5491226	0.5701557	0.6078778	0.6098295	0.6775292	0.5561106	0.4645834	0.7213497	0.5495663	0.6127310	0.6278182	0.5848072	0.7462319	0.6541923	0.3750377	0.6029229	0.7175689	0.6553568	0.1565436	0.7783056	0.3532310	0.0939557	0.5638885	0.5716536	0.5548280	0.6987918	0.7223592	0.4843086	0.4907038	0.4344480	0.0322098	0.5550793
250	0.6362713	0.7608413	0.0176090	0.0179339	0.4218975	0.0017882	0.1964860	0.0604681	0.5934104	0.2270020	0.6933457	0.2369576	0.3439837	0.0502893	0.3825486	0.0000245	0.4696080	0.5465593	0.5932608	0.6789832	0.0399752	0.8129374	0.0452611	0.0735557	0.0656350	0.0978631	0.6370525	0.1468509	0.5799630	0.1751474	0.3218756	0.5791709	0.4788441	0.3498812	0.3226306	0.8110680	0.5289859	0.1332769	0.2101713	0.7559708	0.5850023	0.2062161	0.1379207	0.7110002	0.7298386	0.2190485	0.2426730	0.6381822	0.6281143	0.5197575	0.1100872	0.4486857	0.0256167	0.7079923	0.0342638	0.3384998	0.0181656	0.2049289	0.1587789	0.7732363	0.2984600	0.1323785	0.1490854	0.0743478	0.0589782	0.0415769	0.3079473	0.6002722	0.0155483	0.5061659	0.2968265	0.3953795	0.4667409	0.0337690	0.5713847	0.3649589	0.0796943	0.1378037	0.1362986	0.1335385	0.7808311	0.6551315	0.6961526	0.6816018	0.5445673	0.7181634	0.0065963	0.0742394	0.5115508	0.1802942	0.4680509	0.4559842	0.7080126	0.3412281	0.0368843	0.6261080	0.1290909	0.6836599	0.7089416	0.6333246	0.0163545	0.3339746	0.6418743	0.0509041	0.7873184	0.4018464	0.4982419	0.6218033	0.2065597	0.0011991	0.4784076	0.6443689	0.6515159	0.6499989	0.6246126	0.5324871	0.5804249	0.0008343	0.6718118	0.0012797	0.6201612	0.5064322	0.3500045	0.0348427	0.6887838	0.3676051	0.7454431	0.4497563	0.6419785	0.6221919	0.7172639	0.6697850	0.5792182	0.7145059	0.4299411	0.6357891	0.5528629	0.5312331	0.7644869	0.6260615	0.6778654	0.7211904	0.4389489	0.6672288	0.6834382	0.6439411	0.1393056	0.6013136	0.2721575	0.1241116	0.5925500	0.4371553	0.5192946	0.5425132	0.6728431	0.6218063	0.5092828	0.4727586	0.0410328	0.5837483
300	0.6463806	0.7591188	0.0324652	0.0340525	0.3030413	0.0104273	0.1576149	0.0537716	0.4589329	0.2745080	0.7553792	0.2630584	0.3485793	0.0529134	0.3617331	0.0000000	0.4272596	0.5690803	0.5549208	0.7310466	0.0489868	0.6864712	0.0295793	0.1440593	0.1376774	0.0690575	0.7160551	0.1204259	0.5725994	0.1977264	0.3360364	0.7405760	0.5852039	0.3799831	0.3093197	0.6496129	0.3575364	0.1677295	0.2012097	0.5725969	0.7265975	0.1548446	0.1895837	0.5713930	0.6301721	0.2916384	0.2845660	0.5338896	0.6073471	0.5673875	0.1349548	0.4630475	0.0257100	0.6961445	0.0277842	0.3867088	0.0536619	0.1796633	0.0862350	0.6852029	0.2973005	0.1215303	0.1474809	0.0741463	0.0290292	0.0444636	0.2908855	0.7798193	0.0646656	0.5514988	0.2500305	0.3957303	0.4507840	0.0383582	0.4920749	0.2811023	0.0493346	0.1338189	0.1839058	0.1774147	0.6865841	0.5862615	0.5570990	0.8187797	0.6279568	0.7288403	0.0076513	0.0935635	0.5141164	0.2131226	0.3166619	0.2827189	0.6486847	0.3342708	0.0281835	0.6347356	0.1585148	0.7040058	0.5762297	0.6569673	0.0121810	0.4684249	0.7220984	0.0448339	0.7273988	0.4068878	0.4773544	0.5465265	0.2313688	0.0003109	0.4330308	0.5826829	0.6698470	0.4428330	0.7107966	0.7007920	0.6291304	0.0013868	0.6589374	0.0043395	0.6161007	0.4538115	0.3482912	0.0780233	0.6068852	0.4006460	0.6141957	0.4371579	0.8375511	0.5500044	0.6364765	0.6955683	0.6640722	0.6393325	0.3434593	0.5168626	0.7210133	0.6796462	0.7791452	0.7473831	0.5419793	0.6572312	0.3384914	0.5149617	0.7143670	0.6551540	0.1165835	0.5975291	0.2898739	0.1196262	0.5778259	0.5393234	0.4900021	0.6969832	0.7008370	0.6595079	0.4959184	0.3434799	0.0386230	0.4789356
350	0.6456720	0.7476648	0.0203771	0.0653735	0.2797637	0.0013759	0.1776396	0.1019780	0.5744659	0.2077795	0.7741229	0.1794230	0.3797157	0.0720233	0.3219487	0.0003316	0.4778384	0.6956561	0.4735117	0.6881606	0.0412100	0.6825213	0.0241009	0.0596360	0.1075771	0.0398193	0.7501317	0.0769320	0.6420145	0.1379048	0.3213048	0.7327674	0.5000348	0.3611345	0.3650898	0.6315594	0.4949794	0.0754067	0.2066954	0.6873293	0.7003738	0.1528654	0.1350836	0.7495892	0.8559429	0.3478565	0.3612419	0.6207748	0.6519352	0.5119963	0.0967881	0.4327348	0.0425588	0.6543819	0.0084752	0.3779422	0.0511867	0.1885294	0.1111734	0.6616142	0.3330200	0.0815513	0.0959354	0.0973576	0.0368238	0.0282857	0.3887204	0.6590345	0.0350617	0.4790005	0.4039077	0.4729370	0.4090637	0.0580677	0.6741566	0.2846498	0.0804379	0.2271681	0.1649139	0.1435761	0.7589212	0.6265449	0.7805999	0.6265372	0.4566135	0.6365450	0.0005429	0.0813954	0.6573852	0.2540956	0.3364514	0.3983463	0.6379521	0.3943697	0.0262206	0.6382564	0.1247295	0.7800288	0.7832345	0.6661661	0.0134002	0.4562047	0.6186424	0.0514829	0.5602255	0.3417098	0.4530614	0.6254041	0.2137324	0.0001412	0.4324145	0.6211276	0.6853966	0.5518474	0.7475860	0.6015005	0.5506549	0.0012725	0.7692810	0.0028314	0.5800602	0.5721116	0.2611441	0.0876778	0.7438344	0.3944026	0.7220400	0.4478510	0.8079732	0.6199252	0.7332040	0.6572477	0.7735876	0.6769807	0.3381104	0.6023492	0.5549046	0.5225162	0.7363901	0.6680709	0.7330771	0.6771843	0.2945481	0.7243631	0.6324828	0.7060146	0.0905893	0.6004817	0.2613935	0.1427783	0.6118303	0.4735175	0.5645707	0.7261794	0.6206612	0.5457486	0.4362915	0.3445065	0.0483246	0.6072633
400	0.6633906	0.7191313	0.0367284	0.0464223	0.3469891	0.0068729	0.2392991	0.0768607	0.5420261	0.3206718	0.5607243	0.2662792	0.3042499	0.0681552	0.3191995	0.0003144	0.4285804	0.7416554	0.5756714	0.7286154	0.0568427	0.6717122	0.0307676	0.0447513	0.1981891	0.0514614	0.6890251	0.1179751	0.6071832	0.1511988	0.3345260	0.6608786	0.4755342	0.3937658	0.2964381	0.7149487	0.4594439	0.1042100	0.1894311	0.6559466	0.7221325	0.1353163	0.0997064	0.6262681	0.6214763	0.2314347	0.3068838	0.5675591	0.5251157	0.6606635	0.1616043	0.4416354	0.0390094	0.5955606	0.0111313	0.2982508	0.0477823	0.1851615	0.1304803	0.6895745	0.3656234	0.1332716	0.1644037	0.1225082	0.0542116	0.0534547	0.3835543	0.6414200	0.0147706	0.4271002	0.3436467	0.3906387	0.5135783	0.0303150	0.5785079	0.2664282	0.1222713	0.1412116	0.2260339	0.1843242	0.7835805	0.7296107	0.6628242	0.6649104	0.5061026	0.7193758	0.0211717	0.0677789	0.5629885	0.2566585	0.3461877	0.4366167	0.6902608	0.4003051	0.0297488	0.5521330	0.1409950	0.6781938	0.6722049	0.6529148	0.0100402	0.3327218	0.6333074	0.0185792	0.6263809	0.4014024	0.4464139	0.6692888	0.3786484	0.0022364	0.4352751	0.6870025	0.7124608	0.5867747	0.7036310	0.6825879	0.6074933	0.0008441	0.6879775	0.0008960	0.7340773	0.5602645	0.3385374	0.0813124	0.5614318	0.4206074	0.6133442	0.4377474	0.5320119	0.6156746	0.8288547	0.6484108	0.6868196	0.6787902	0.4857216	0.5873343	0.6625858	0.6284295	0.6471262	0.6591167	0.6713587	0.8266024	0.3216883	0.6777584	0.6469922	0.6495756	0.1107001	0.6571729	0.2310730	0.0639226	0.6536805	0.5079770	0.4464682	0.7780767	0.6753820	0.5305411	0.3746047	0.4908313	0.0328920	0.6417614
450	0.8116216	0.6049800	0.0195540	0.0321493	0.3939025	0.0056833	0.1927378	0.0709947	0.4935181	0.3218742	0.5350469	0.3522138	0.3780390	0.0812362	0.2770031	0.0017558	0.4126427	0.6746542	0.5648767	0.6479939	0.0304926	0.6106533	0.0339250	0.0882653	0.0872439	0.0429512	0.6058863	0.1148636	0.7279084	0.1652572	0.3727309	0.6637043	0.5339132	0.3962316	0.4206507	0.8544593	0.4382962	0.0725363	0.1529365	0.6582879	0.6595829	0.1997965	0.1201305	0.6845923	0.6762640	0.2847775	0.3345665	0.5582432	0.7132911	0.6651526	0.1675905	0.4805458	0.0375342	0.7086501	0.0036358	0.3193029	0.0306605	0.2441114	0.1118973	0.7677584	0.2948791	0.1147727	0.1477828	0.0982359	0.0333289	0.0435769	0.4870480	0.6726670	0.0379938	0.4650256	0.3530624	0.4110852	0.4363480	0.0265125	0.5702859	0.2726275	0.0486640	0.1124316	0.1342617	0.2158864	0.7973831	0.6187533	0.6537786	0.7665282	0.4452753	0.6636371	0.0050364	0.0593125	0.6213238	0.2018291	0.3725650	0.3745978	0.7948683	0.5061850	0.0330472	0.6359237	0.2303103	0.6588872	0.5830395	0.6148340	0.0243794	0.4180354	0.5762030	0.0289563	0.6067943	0.3430123	0.5118483	0.5817551	0.2872823	0.0005712	0.4276347	0.6272059	0.6131084	0.5695840	0.6170600	0.6452892	0.6059553	0.0029888	0.6984651	0.0008812	0.6930160	0.6548183	0.3469632	0.1075142	0.6867733	0.4741547	0.7444371	0.4360448	0.5216105	0.5691202	0.6123775	0.5517137	0.8417570	0.7071553	0.4694592	0.7906363	0.4612326	0.7978991	0.7350004	0.7337718	0.6881611	0.7482553	0.3680300	0.5837756	0.7239792	0.6288024	0.1202771	0.6399932	0.2269834	0.1016469	0.4963864	0.6349909	0.4802600	0.6587571	0.6491172	0.5420514	0.4137228	0.3837501	0.0460678	0.6674168
500	0.8344335	0.7124849	0.0254340	0.0123486	0.3640944	0.0026255	0.1314401	0.0759495	0.4701823	0.3539023	0.6344951	0.2833615	0.3446221	0.0355842	0.3028669	0.0000142	0.4210425	0.7973626	0.6266115	0.6608194	0.0543566	0.6599015	0.0245710	0.0986798	0.1403546	0.0466981	0.7388528	0.0883641	0.6516323	0.1482977	0.3098026	0.7465181	0.4945418	0.3825245	0.2740408	0.6668341	0.4010431	0.0987081	0.1606007	0.6985232	0.6318927	0.1697992	0.1069229	0.6673436	0.6788914	0.2578595	0.2712936	0.7869711	0.7270120	0.8153180	0.1684686	0.4925274	0.0392523	0.6722558	0.0140297	0.2954985	0.0472755	0.1952064	0.2089348	0.6935670	0.3223628	0.0832970	0.1481128	0.0897926	0.0453770	0.0563161	0.3456211	0.7613587	0.0182705	0.5447253	0.2526300	0.4435871	0.5156071	0.0604970	0.5899801	0.3227217	0.0465391	0.0784642	0.1365889	0.2224810	0.6993448	0.6060626	0.8243603	0.7483855	0.4894994	0.6482333	0.0092043	0.0572358	0.5473503	0.2853751	0.3264601	0.4341515	0.6128365	0.4178848	0.0286465	0.4272483	0.2279271	0.7602067	0.6862848	0.6096314	0.0218394	0.3461784	0.6719038	0.0385666	0.7392054	0.4490861	0.4719120	0.6728553	0.2969861	0.0015629	0.4992011	0.7444348	0.7548601	0.4997656	0.6308881	0.6256982	0.5396880	0.0053336	0.7052015	0.0007968	0.7295472	0.5353285	0.3299498	0.1061601	0.7397206	0.3720857	0.6188966	0.4918724	0.5861181	0.5724857	0.7802672	0.6747392	0.6218514	0.6467310	0.3260514	0.6130031	0.4780667	0.6554562	0.6516099	0.5857065	0.7587391	0.6859361	0.2890641	0.6427265	0.7329678	0.7099486	0.1272012	0.7406204	0.3048178	0.0808410	0.4757905	0.6603107	0.4993063	0.6608333	0.8175898	0.6549236	0.3283618	0.3501830	0.0231772	0.6036085
550	0.6311312	0.6611955	0.0293398	0.0121317	0.3721674	0.0814432	0.2021232	0.0660572	0.4472037	0.3724820	0.6255366	0.3838942	0.3163060	0.0643751	0.2662916	0.0274201	0.4241774	0.6496940	0.5173696	0.6647143	0.0520765	0.7209809	0.0263673	0.0744968	0.1718939	0.2203957	0.6815812	0.1243984	0.6838471	0.1380614	0.4234970	0.6892924	0.4699050	0.3142783	0.2891692	0.5926948	0.6110298	0.0578306	0.1617102	0.6776288	0.5998341	0.5187172	0.1200236	0.5816453	0.6738647	0.3972124	0.4401761	0.5737309	0.5196655	0.6200546	0.2797098	0.5108137	0.1942836	0.5549076	0.0203305	0.4591400	0.0396800	0.2039951	0.2794473	0.6905630	0.3272648	0.0643475	0.1546513	0.0964572	0.0238307	0.0592545	0.1353124	0.6271803	0.1641365	0.4797510	0.2652614	0.3548454	0.4403561	0.0883098	0.4705096	0.2917084	0.1083747	0.1221959	0.1261066	0.1348609	0.7199890	0.6572694	0.6798133	0.7014082	0.5076267	0.7597360	0.0457014	0.0341022	0.4108042	0.2535617	0.3364185	0.4192265	0.5976105	0.3574172	0.1843309	0.4830756	0.2100869	0.6557432	0.6543255	0.6672637	0.0131560	0.3643027	0.2892134	0.0804026	0.6736666	0.3031071	0.3962086	0.6950843	0.3846043	0.0224776	0.3975221	0.7656934	0.7111789	0.3573800	0.6237639	0.6393706	0.4376279	0.0477692	0.6420425	0.0139494	0.6594129	0.5364856	0.3509494	0.1364125	0.6706179	0.4112332	0.5195302	0.4126648	0.5833864	0.5918385	0.7364081	0.5452339	0.6732163	0.5940828	0.4123387	0.4927209	0.4714105	0.6268153	0.8018897	0.7861279	0.5844563	0.6011287	0.3011688	0.5686040	0.6080610	0.6403083	0.0993543	0.6981288	0.2289591	0.1395333	0.5344993	0.5294795	0.5185680	0.7365094	0.7557953	0.2685550	0.3117782	0.3461820	0.0241259	0.6646002
600	0.6395064	0.7584804	0.0345355	0.0135750	0.3684842	0.0994107	0.2052334	0.0689701	0.5544732	0.4206197	0.6648612	0.2380247	0.3022686	0.0432390	0.2707992	0.0351420	0.3558412	0.6373625	0.6208420	0.7402424	0.0458707	0.7108612	0.0365892	0.0478517	0.2694987	0.1074407	0.8775415	0.1025734	0.5316858	0.1691593	0.3287423	0.6217203	0.4809639	0.3843767	0.2313085	0.6032275	0.6581028	0.0764353	0.2322890	0.5646688	0.4096011	0.6832318	0.2807909	0.3925899	0.6283745	0.1905702	0.3303193	0.4777669	0.3922473	0.5497520	0.2813809	0.6360110	0.1642374	0.6135274	0.0165981	0.4915020	0.0611694	0.2553096	0.3431118	0.6779235	0.3153609	0.0884156	0.1802204	0.1251169	0.0485794	0.0901796	0.1676189	0.6116512	0.1971396	0.6273143	0.3027453	0.4472976	0.4101798	0.0735559	0.7127625	0.2912997	0.1139434	0.2285926	0.1213063	0.1518529	0.7410332	0.5498174	0.7642746	0.6031969	0.4471566	0.7538167	0.0732419	0.0506440	0.5085055	0.2400005	0.3700442	0.3803482	0.6298157	0.3331898	0.1625532	0.7460693	0.1478205	0.6560589	0.5736222	0.6029705	0.0205044	0.4332560	0.4072992	0.0245762	0.6699128	0.2586209	0.3993380	0.7309806	0.3137074	0.0115150	0.3352342	0.6282897	0.6918837	0.4951470	0.6641281	0.5998000	0.5582418	0.1116070	0.6366341	0.0408030	0.7593604	0.5553711	0.2960693	0.1018017	0.6087261	0.4542879	0.5284216	0.4642980	0.6374199	0.5260399	0.7299951	0.5820216	0.6141136	0.6468875	0.3417183	0.5507865	0.4832080	0.5658531	0.6952527	0.6400953	0.4862136	0.7456012	0.3590029	0.5978089	0.6973643	0.5676793	0.1745511	0.5798948	0.3154370	0.1076368	0.5227366	0.5337308	0.5362147	0.7338456	0.6908553	0.2402441	0.3180909	0.3481085	0.0272542	0.4800005
650	0.7761219	0.6025878	0.0588396	0.0111326	0.3855158	0.0859910	0.1644763	0.0625573	0.5305901	0.3461231	0.7630000	0.3256895	0.3412735	0.0828266	0.4296446	0.0382830	0.4629435	0.6113077	0.5174577	0.5789848	0.0673038	0.6281315	0.0089422	0.0642604	0.2254627	0.1735110	0.7041191	0.1327489	0.5501357	0.0846550	0.3439660	0.8010733	0.4086634	0.4132497	0.2867752	0.6514759	0.5912062	0.0762894	0.3008246	0.7271144	0.4401020	0.8021162	0.3508296	0.2919436	0.7020255	0.2660890	0.2621532	0.4186633	0.3089787	0.5047720	0.2425550	0.5546942	0.1877887	0.5193409	0.0081404	0.4562142	0.0519388	0.1799142	0.4311113	0.5890209	0.2712986	0.0975838	0.1002118	0.0930715	0.0426597	0.0817359	0.1141650	0.6839604	0.1903480	0.5555625	0.3894598	0.5179548	0.3702211	0.1006192	0.4594425	0.3199789	0.2746567	0.2159370	0.2080959	0.1849193	0.6158541	0.5737760	0.6106219	0.7655413	0.4547824	0.6200243	0.0615041	0.0730913	0.3876517	0.2108080	0.3410475	0.3748228	0.7017850	0.3002527	0.1734163	0.6354874	0.1882000	0.6239091	0.6541615	0.6555441	0.0145529	0.3483518	0.4505779	0.0269164	0.7629689	0.3348277	0.5396994	0.6993985	0.2818544	0.0175760	0.3104822	0.8457149	0.7548833	0.4843414	0.8482115	0.7978793	0.5356361	0.1049136	0.7406700	0.0288636	0.6664331	0.5000086	0.3072087	0.1286501	0.5857495	0.3934987	0.5089187	0.3895301	0.6916327	0.6325696	0.6131396	0.6270957	0.6649540	0.7093852	0.3757134	0.5699511	0.5748166	0.5937446	0.6200558	0.6375214	0.4735184	0.7974518	0.3372268	0.7239380	0.7598887	0.4557883	0.1370498	0.5741059	0.1947945	0.0948484	0.5317739	0.5665530	0.4899314	0.6622172	0.7244644	0.1970180	0.3181571	0.3922628	0.0258053	0.5019727
700	0.6068821	0.7816168	0.0539498	0.0211002	0.4230796	0.0584521	0.2402234	0.0595481	0.5794548	0.3108255	0.7253965	0.2455848	0.3157306	0.0822486	0.3202387	0.0397570	0.4559536	0.6884734	0.5106089	0.6486485	0.0556726	0.7048563	0.0431452	0.0604906	0.2541546	0.1956964	0.5790652	0.1460182	0.6510801	0.1573035	0.2970901	0.6140649	0.4353333	0.3860913	0.3194005	0.6959999	0.5414489	0.1184158	0.3771946	0.7344496	0.3096200	0.7031760	0.3386184	0.2169017	0.7993497	0.2606442	0.2336079	0.4252550	0.2805647	0.5057529	0.2234340	0.5024657	0.2084043	0.7045132	0.0172883	0.4961531	0.0503379	0.2194596	0.4764614	0.7731153	0.2728870	0.1465380	0.1245253	0.1029047	0.0387128	0.0341080	0.0763387	0.8473180	0.2706643	0.6011535	0.4367765	0.4090630	0.3774722	0.0886354	0.6352830	0.2513508	0.1565247	0.3541460	0.2322770	0.2002013	0.7462876	0.5992730	0.6550186	0.7207641	0.5302813	0.6752738	0.0877254	0.1049996	0.5657784	0.2504060	0.4066537	0.3978627	0.6414145	0.3684563	0.1478930	0.6141975	0.1815617	0.7497221	0.7279868	0.6690963	0.0107946	0.4166966	0.4938519	0.0355950	0.8083099	0.3122167	0.3600431	0.7406690	0.2250542	0.0286607	0.3421468	0.7044192	0.7347793	0.4674404	0.6247099	0.6353244	0.7110351	0.0706300	0.7108821	0.0416390	0.6743971	0.6413807	0.3471030	0.0493370	0.6377222	0.4231991	0.4919238	0.4773242	0.5732923	0.5274150	0.6241897	0.7347555	0.5642467	0.6370380	0.3921529	0.6023658	0.5913540	0.5648745	0.6729636	0.7555155	0.4155160	0.7199240	0.4774655	0.6257948	0.6568499	0.3875230	0.1432084	0.6123228	0.3248149	0.1099394	0.5253480	0.4218400	0.4875911	0.7650733	0.7174053	0.2093836	0.3514254	0.5021343	0.0283984	0.5984234
750	0.7247398	0.6415965	0.0464390	0.0294459	0.3792946	0.0840605	0.2181651	0.0997625	0.5060069	0.3736555	0.7265291	0.2230279	0.3996495	0.1042161	0.3503081	0.0534456	0.4929283	0.6954284	0.4923638	0.6582783	0.0408908	0.5641431	0.0377669	0.0775098	0.3035559	0.2097575	0.7701702	0.1251129	0.6923692	0.1406382	0.3608794	0.5565452	0.4372593	0.3159524	0.3196125	0.6558873	0.5716967	0.0940605	0.2082655	0.7213719	0.3174297	0.6994379	0.3318019	0.2765529	0.7038650	0.2691952	0.2094824	0.3476224	0.2123171	0.5700279	0.2178920	0.5601114	0.2505330	0.5024398	0.0171082	0.3909113	0.0394139	0.1560396	0.3357616	0.6272789	0.3725575	0.0890183	0.1141173	0.0716804	0.0203585	0.0339343	0.1192629	0.7901683	0.2448219	0.6762333	0.4284158	0.4308930	0.3980728	0.0889209	0.5090315	0.3311479	0.1950245	0.2961629	0.1561770	0.2275080	0.7512184	0.7238557	0.5619651	0.7091354	0.4958152	0.7221519	0.0647509	0.0505718	0.5240535	0.2644869	0.3931214	0.3505397	0.5786214	0.3502282	0.1058075	0.7261898	0.1949495	0.5927480	0.6546323	0.7900999	0.0060223	0.5380320	0.4139960	0.0624660	0.6628135	0.2897761	0.3777326	0.6233933	0.3072041	0.0252218	0.3861426	0.6942429	0.7245036	0.5207069	0.7741694	0.7031907	0.4703529	0.1437884	0.6634001	0.0206403	0.5976590	0.6491795	0.2930902	0.0682965	0.6363352	0.4253653	0.5620954	0.5518781	0.6375936	0.6379860	0.6978277	0.6387093	0.7171308	0.6632171	0.3719510	0.6191961	0.5607531	0.5065757	0.6308079	0.7434628	0.3904654	0.8863247	0.3898604	0.7223557	0.5870751	0.5718331	0.1770052	0.6027577	0.2250607	0.1389028	0.5164931	0.5970089	0.5093260	0.6525480	0.6856885	0.2646659	0.3888293	0.4484796	0.0311649	0.5320989
