"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80
0	0.0734960	0.7297561	0.4114125	0.7482597	0.0129669	0.0801238	0.0364830	0.7474028	0.0455817	0.0004026	0.2812817	0.2548902	0.0170697	0.2697241	0.4026907	0.5566699	0.4438858	0.2455305	0.0332161	0.1012648	0.1493663	0.4454541	0.5116481	0.2117633	0.6940259	0.0447383	0.3844449	0.2974992	0.0491974	0.0226739	0.1843450	0.5619728	0.2247824	0.5993056	0.0699648	0.0002593	0.2907716	0.1788819	0.1744122	0.1557132	0.4095145	0.7688618	0.3277270	0.4049165	0.2823442	0.1393766	0.6327644	0.6700620	0.3695098	0.0014112	0.7032884	0.6882126	0.3368514	0.7981356	0.2091597	0.4313969	0.1847755	0.7463470	0.3872184	0.6558169	0.2810300	0.6770499	0.0453085	0.7820882	0.5070581	0.5125837	0.7029344	0.4831264	0.7209406	0.6121934	0.5116201	0.5213610	0.6479847	0.4846137	0.4838191	0.6541932	0.3592466	0.6337047	0.0510747	0.4700712
50	0.0638862	0.7196807	0.2821002	0.3141473	0.0101554	0.0581406	0.0764736	0.7887236	0.0414596	0.0000544	0.1188474	0.0491119	0.0272853	0.2958159	0.2512380	0.5148074	0.4571315	0.2303258	0.0069219	0.1529286	0.0950962	0.3358578	0.5633956	0.0359580	0.5708047	0.0426572	0.0977003	0.2642389	0.0488976	0.0019541	0.1504125	0.5875121	0.0641305	0.6858800	0.0383831	0.0001600	0.2024719	0.1247685	0.1436407	0.1488657	0.4111983	0.2593760	0.4574048	0.6717770	0.2819058	0.1486517	0.4134279	0.7386283	0.3443913	0.0287734	0.6467057	0.6192529	0.3714299	0.5793099	0.1913079	0.4523143	0.3362518	0.5672915	0.3357520	0.5519715	0.1273796	0.7743108	0.0667814	0.7018309	0.5988548	0.6479824	0.2434654	0.3190633	0.6514468	0.8277383	0.7270407	0.5518138	0.6390542	0.6268994	0.4352067	0.7373904	0.6851536	0.5618414	0.0353505	0.4525950
100	0.0549827	0.7305705	0.3902500	0.2656955	0.0000192	0.0760591	0.1596231	0.6737784	0.0717903	0.0000000	0.0465892	0.0057842	0.0177485	0.2383215	0.2652851	0.5877523	0.3985215	0.2086465	0.0026959	0.1204531	0.1207609	0.3282933	0.7302338	0.0199090	0.5754108	0.0239322	0.0340519	0.3234120	0.0272807	0.0086528	0.1555451	0.5721845	0.0790743	0.7120463	0.0235878	0.0000032	0.2448167	0.1430483	0.2059074	0.1619934	0.4019194	0.1318007	0.2543893	0.6784641	0.3172241	0.1321633	0.2719268	0.6769170	0.3004559	0.0183405	0.5233382	0.8157861	0.3733657	0.6989620	0.0724699	0.4710933	0.4644222	0.7016871	0.4079426	0.6845318	0.0935046	0.6674138	0.0569536	0.5798305	0.6093347	0.5907767	0.1735556	0.3418853	0.6828631	0.6722999	0.6550718	0.5084010	0.6037246	0.5297941	0.4404930	0.5955800	0.6736561	0.6993777	0.0420372	0.4309607
150	0.0169828	0.6852404	0.4327300	0.1888097	0.0003273	0.0787470	0.3427314	0.8006845	0.0754954	0.0022459	0.0337579	0.0031405	0.0131016	0.2797395	0.3392619	0.7810118	0.4440477	0.1798600	0.0008857	0.0658264	0.0945011	0.3820372	0.6300012	0.0636236	0.7790413	0.0505348	0.0431767	0.2568969	0.0275324	0.0064501	0.2357652	0.3885781	0.0624075	0.6917436	0.0144615	0.0001377	0.2347384	0.1149859	0.1796445	0.1537752	0.2357232	0.0766435	0.0736511	0.7510906	0.1836200	0.1314849	0.1327795	0.6605555	0.2760191	0.0243954	0.2820954	0.8249062	0.3134920	0.7312318	0.0714098	0.3115697	0.3953503	0.6007293	0.4834941	0.5439808	0.0414607	0.7582121	0.0885876	0.6071550	0.4926468	0.5614259	0.1810793	0.2910117	0.6459952	0.7616966	0.7427444	0.5987010	0.6997860	0.5336743	0.3864205	0.5755806	0.5997128	0.7585128	0.0589193	0.3783073
200	0.0253860	0.7488919	0.4548865	0.1671058	0.0000074	0.1348116	0.5236482	0.6483694	0.2030380	0.0003267	0.0117087	0.0020863	0.0104269	0.3578230	0.3231051	0.7956750	0.4535714	0.3530766	0.0080133	0.1195788	0.0922292	0.4181362	0.4746111	0.0246410	0.6540365	0.0529396	0.0436958	0.2136361	0.0632419	0.0153763	0.1467411	0.2513141	0.0606402	0.7124771	0.0227087	0.0000597	0.1960296	0.1494229	0.1476231	0.1841167	0.2276165	0.0358783	0.0314557	0.7120841	0.1437170	0.1122313	0.0761835	0.6854640	0.2925671	0.0256489	0.1522794	0.7444984	0.2173185	0.7187105	0.0898562	0.4232602	0.4564706	0.7440252	0.3386429	0.7368575	0.0430303	0.7460612	0.0386523	0.6797141	0.4280466	0.5471068	0.1556979	0.1883538	0.8330528	0.7258594	0.8471890	0.5320728	0.7384387	0.5381897	0.3167711	0.5463812	0.6305290	0.6433915	0.0597450	0.3755941
250	0.0576488	0.7305986	0.4116522	0.1953715	0.0004503	0.0806821	0.5767763	0.6766316	0.1705142	0.0001272	0.0171505	0.0001609	0.0127057	0.2857318	0.3148339	0.8168896	0.5217007	0.2593936	0.0001751	0.1353947	0.1106336	0.4416549	0.5240261	0.0358852	0.7754124	0.0793057	0.0352692	0.2797771	0.0293278	0.0042349	0.1804786	0.1588732	0.0893336	0.7248955	0.0150827	0.0000432	0.2529164	0.1199637	0.1633331	0.1449792	0.2226884	0.0438949	0.0201174	0.6823957	0.1090716	0.1479691	0.0257321	0.7015537	0.2271764	0.0195029	0.1011937	0.6947756	0.2257133	0.6543782	0.0374623	0.3866630	0.3344366	0.7019241	0.3250007	0.6399978	0.0676565	0.8118474	0.0469926	0.6171641	0.3908264	0.4086808	0.1766311	0.1912104	0.7065891	0.7646344	0.6194272	0.7360306	0.6217281	0.5230590	0.1760259	0.5424380	0.6353276	0.6624955	0.0386266	0.4359149
300	0.0491183	0.6740047	0.5078277	0.2981442	0.0013023	0.1225938	0.6336355	0.6467967	0.1863622	0.0000961	0.0076136	0.0000725	0.0076075	0.3251544	0.3033198	0.7637878	0.4930506	0.2105520	0.0000014	0.1353576	0.1049188	0.4787013	0.5480342	0.0256321	0.7813369	0.0846467	0.0793548	0.2739721	0.0271987	0.0112019	0.2781320	0.0876285	0.0457980	0.5850794	0.0374740	0.0007772	0.2407354	0.2254838	0.2402247	0.1650122	0.2035192	0.0325438	0.0094422	0.6152162	0.0613886	0.1476263	0.0800954	0.8213120	0.1437120	0.0198366	0.0611428	0.6530707	0.2481197	0.6414283	0.0694375	0.4011413	0.4272141	0.4699429	0.4468422	0.7893250	0.0653814	0.8066035	0.0685577	0.6895898	0.4726930	0.4312042	0.1747475	0.1522319	0.6086202	0.7527356	0.6568545	0.5256311	0.6103115	0.6207828	0.2744287	0.5625864	0.6119842	0.6123889	0.0353158	0.4599995
350	0.0348904	0.7456905	0.6449534	0.2028008	0.0000004	0.1344215	0.6583915	0.8304544	0.1975124	0.0000000	0.0154013	0.0000319	0.0127993	0.3034268	0.2732820	0.6386899	0.3884596	0.2176326	0.0000046	0.0723194	0.1301397	0.3567995	0.5710740	0.0267256	0.6982488	0.0571570	0.0610039	0.2714725	0.0429693	0.0155101	0.1932072	0.0595129	0.0607533	0.6239223	0.0136851	0.0000345	0.2532324	0.1821258	0.2143285	0.2089661	0.2360469	0.0224034	0.0160327	0.6352615	0.1621994	0.0988210	0.0554790	0.7365764	0.2156143	0.0140478	0.0869486	0.6971309	0.1394856	0.7953017	0.0524331	0.3317610	0.4925851	0.4482393	0.3286884	0.6402389	0.0386406	0.8252853	0.0419532	0.5629821	0.4873950	0.4382796	0.1896236	0.2274530	0.7125907	0.7095422	0.7100703	0.5982151	0.6040167	0.5221239	0.2259897	0.5176914	0.7131004	0.7216159	0.0371676	0.4305968
400	0.0299743	0.6258023	0.5684935	0.1961721	0.0012368	0.1314554	0.5958734	0.6690364	0.1387105	0.0000258	0.0060630	0.0000399	0.0067306	0.2032350	0.2412813	0.6636055	0.4088980	0.2956855	0.0000562	0.0925868	0.1286369	0.4169698	0.5235648	0.0504751	0.6539251	0.0430951	0.0284767	0.2240162	0.0317254	0.0168754	0.1983509	0.0312324	0.0556208	0.8883284	0.0138062	0.0002012	0.2936144	0.1533408	0.2078792	0.1879119	0.1894859	0.0362869	0.0173534	0.7024580	0.0720159	0.1467834	0.0215291	0.7395842	0.1543218	0.0047867	0.0433041	0.7749434	0.1962091	0.5914088	0.0560953	0.2906851	0.4415943	0.5472384	0.3249261	0.6165938	0.0482177	0.6347133	0.0733834	0.5880569	0.4593978	0.4185005	0.1737041	0.2029677	0.6367091	0.7703549	0.5842944	0.6158308	0.6217637	0.4809926	0.2268398	0.6243506	0.6062769	0.6386121	0.0516421	0.4988095
450	0.0445636	0.7872008	0.4523096	0.2632360	0.0002593	0.1133956	0.5851242	0.7884381	0.1546123	0.0001548	0.0143205	0.0000222	0.0056318	0.2493133	0.2608050	0.6284402	0.3930470	0.2329976	0.0000341	0.1044435	0.1339673	0.3814503	0.5806723	0.0239244	0.7560140	0.0718140	0.0510542	0.2316670	0.0455007	0.0151544	0.1372573	0.0620358	0.1243419	0.7948024	0.0607359	0.0005330	0.2148887	0.0780341	0.2237240	0.1552655	0.1857588	0.0386603	0.0327066	0.6873681	0.0619482	0.1137692	0.0350781	0.7324270	0.1194928	0.0157839	0.0800874	0.6110274	0.1688727	0.7040341	0.0390669	0.3050733	0.5292519	0.6625093	0.3897541	0.6277861	0.0321392	0.5543164	0.0574357	0.6337404	0.5205166	0.5953723	0.1942378	0.2109948	0.5328206	0.7078718	0.7754265	0.6577512	0.5683898	0.5254710	0.1957811	0.4811039	0.6460492	0.6779319	0.0270556	0.4603464
500	0.0506948	0.5952996	0.3865563	0.1321423	0.0000360	0.1246272	0.7385816	0.6738448	0.1293994	0.0003150	0.0016097	0.0004636	0.0057152	0.2473397	0.2801383	0.6704756	0.4759683	0.3071443	0.0004173	0.1419239	0.0863526	0.3443018	0.4972300	0.0262696	0.6418805	0.0515633	0.0603136	0.2697177	0.0231157	0.0083126	0.2187712	0.0600065	0.0495922	0.8094985	0.0194020	0.0000000	0.2420345	0.1291167	0.2194034	0.1195129	0.2875036	0.0170821	0.0312596	0.7418217	0.1006384	0.1102690	0.0167897	0.7861787	0.1317614	0.0077445	0.0568577	0.7521337	0.3053123	0.6372878	0.0519484	0.3958669	0.3292457	0.5947493	0.4079762	0.7470583	0.0254580	0.6286360	0.0406491	0.6095061	0.3422893	0.4310312	0.1747521	0.2004388	0.6931633	0.6634459	0.7777237	0.4837795	0.5068514	0.5710896	0.2612115	0.3824642	0.7386281	0.6546552	0.0489344	0.4626642
550	0.0830177	0.7752466	0.4656173	0.7004059	0.0240272	0.0810515	0.6031411	0.7343928	0.1528702	0.0000000	0.1480336	0.0736744	0.0054714	0.2297657	0.2531027	0.6976683	0.4512678	0.2437085	0.0092182	0.1506080	0.1105275	0.3532831	0.5493436	0.1030577	0.6471707	0.0424885	0.1925505	0.1937818	0.0449839	0.0623490	0.1918279	0.1569972	0.0788063	0.7162147	0.0345300	0.0030244	0.2071288	0.1321497	0.2031715	0.1560007	0.3528847	0.4581141	0.0137907	0.4991583	0.1455088	0.1679236	0.2373144	0.5841178	0.1672476	0.0289694	0.0299435	0.7322039	0.2397854	0.6867672	0.0997005	0.4411798	0.3227569	0.6216103	0.3240800	0.6216659	0.1513275	0.5803913	0.0462143	0.5904807	0.6334450	0.6342004	0.6288170	0.2233960	0.7181315	0.6730451	0.5921798	0.7001854	0.5727966	0.5319706	0.2766164	0.4205890	0.3520404	0.9180562	0.0177719	0.4058368
600	0.1397795	0.7329683	0.3439133	0.6765801	0.0341590	0.0751663	0.2512193	0.7087900	0.0796891	0.0010344	0.3191699	0.1210675	0.0134907	0.2657998	0.2274308	0.7574642	0.3013580	0.1831197	0.0076570	0.0996034	0.1082923	0.3188881	0.4496144	0.0881181	0.7113426	0.0285616	0.2059910	0.2426863	0.0480283	0.0041473	0.1770094	0.5258320	0.0803835	0.7577141	0.0431873	0.0006593	0.2728872	0.0963249	0.1576448	0.1213999	0.3188156	0.5696584	0.0798653	0.3942051	0.2276719	0.1408621	0.5504364	0.7460053	0.2209574	0.0009479	0.3319168	0.6633503	0.2272373	0.6885313	0.1950647	0.4959780	0.3247910	0.7374726	0.4043066	0.6614754	0.2064501	0.6865546	0.0491028	0.6438970	0.5562923	0.6290621	0.6427085	0.3592197	0.6591733	0.7793325	0.6205658	0.5266072	0.6795459	0.5470185	0.3371569	0.5658626	0.2927340	0.6550086	0.0364441	0.4263060
650	0.1086741	0.8083225	0.3212614	0.6929941	0.0432169	0.0921905	0.1867305	0.6814777	0.0963479	0.0002247	0.2619411	0.1434377	0.0173614	0.2644219	0.2833502	0.6182672	0.3425823	0.2779531	0.0349408	0.1335812	0.0928334	0.3482171	0.6476614	0.0749048	0.8512305	0.0448179	0.2610779	0.2813034	0.0569581	0.0139085	0.1473442	0.5838816	0.1219685	0.7100288	0.0907105	0.0051279	0.2859586	0.0529895	0.1957901	0.0742824	0.3512523	0.6416327	0.2514893	0.5145814	0.2961004	0.1273689	0.4667253	0.6664961	0.3075087	0.0005015	0.4099439	0.6440396	0.3872980	0.5944643	0.1660564	0.3788460	0.2004496	0.6732432	0.3109594	0.7841377	0.2129784	0.6636240	0.0397417	0.6298235	0.5635715	0.6277942	0.6891883	0.2686320	0.5986171	0.7292204	0.4917868	0.5258198	0.7264388	0.4978267	0.3827549	0.6752648	0.2637411	0.7231333	0.0452515	0.3384989
700	0.1157787	0.8144896	0.2834933	0.6177525	0.0423720	0.0405785	0.0520968	0.7082268	0.0393841	0.0003015	0.3297604	0.1659038	0.0191855	0.2945033	0.3201274	0.6696817	0.3714073	0.1956214	0.0202321	0.1582982	0.0974813	0.2979343	0.5917099	0.1398605	0.7210234	0.0318582	0.2823269	0.2007902	0.0267898	0.0166459	0.1473782	0.4735027	0.1200325	0.6372799	0.0908977	0.0000000	0.1977060	0.1393020	0.1509222	0.1086382	0.3589916	0.7376033	0.3761630	0.4787852	0.2744849	0.1833115	0.6359035	0.6577532	0.3575312	0.0020880	0.6030447	0.6650475	0.3306536	0.8113472	0.2174225	0.3930455	0.2794716	0.6230984	0.3103001	0.7748033	0.2484943	0.6908901	0.0326227	0.6304175	0.5169087	0.5372688	0.7750496	0.4325961	0.6763430	0.6968536	0.3711497	0.5313018	0.5297010	0.5502499	0.3456228	0.7464329	0.3901394	0.6347138	0.0267393	0.5012195
750	0.0434872	0.6475394	0.2767400	0.7108071	0.0076585	0.0698389	0.0335460	0.7610602	0.0449796	0.0002879	0.3647342	0.2144253	0.0123540	0.2556623	0.2769600	0.6268859	0.3609035	0.2435705	0.0102868	0.1229929	0.1120842	0.3895166	0.6150312	0.1222170	0.6769130	0.0160629	0.2774995	0.2520266	0.0408678	0.0096429	0.1465365	0.6447748	0.1709725	0.7003480	0.0888135	0.0036242	0.2568926	0.1156504	0.1696388	0.1344056	0.4970155	0.6047159	0.4675330	0.4859651	0.2378164	0.1223547	0.5518589	0.7164643	0.3162026	0.0005491	0.6705627	0.8750264	0.3527015	0.5681023	0.1773228	0.4047260	0.1994009	0.6364211	0.4184805	0.7489136	0.2692236	0.6691341	0.0798327	0.6361081	0.4461877	0.6084629	0.8100248	0.3685616	0.7408174	0.7751076	0.3868889	0.5384560	0.6332648	0.6044831	0.4769283	0.6936415	0.3232197	0.7536755	0.0267643	0.5301756
800	0.0650462	0.7390907	0.2017508	0.6292525	0.0079254	0.0783576	0.0414737	0.8068373	0.0748393	0.0028947	0.2702842	0.2207541	0.0067842	0.3166375	0.2534657	0.6130234	0.3471558	0.2106382	0.0351442	0.1698191	0.0915389	0.3421484	0.7265735	0.1144418	0.6566113	0.0131459	0.1888862	0.2219938	0.0217420	0.0273509	0.1250560	0.6236161	0.0892600	0.6636950	0.0729583	0.0036914	0.2175191	0.0718177	0.2040055	0.1371188	0.4395008	0.6558607	0.3859788	0.4960222	0.2785634	0.1378608	0.5344168	0.7971699	0.3671049	0.0016426	0.5848170	0.6461391	0.3824260	0.7435117	0.2689085	0.3431579	0.1882829	0.7530657	0.4763687	0.7275306	0.2631129	0.8207124	0.0644599	0.5379626	0.5190780	0.4304948	0.7405652	0.3521216	0.8029935	0.8123987	0.6585233	0.6819788	0.7119965	0.6522674	0.3696343	0.6433019	0.2968349	0.7727864	0.0336716	0.4553306
850	0.0833060	0.7164356	0.3278331	0.7195398	0.0185833	0.0899730	0.0678670	0.6592524	0.0629471	0.0006047	0.2754169	0.1399558	0.0056610	0.2862354	0.3405895	0.7566641	0.4509822	0.2430725	0.0146440	0.1299433	0.0929782	0.3748096	0.4780832	0.1087475	0.7105026	0.0193804	0.2647575	0.2930842	0.0181965	0.0036601	0.1786607	0.7337204	0.1262563	0.7192828	0.0680677	0.0028186	0.2073554	0.1251053	0.2073196	0.1249866	0.4452969	0.7099873	0.4000501	0.4869773	0.3520870	0.1202028	0.5230758	0.8164130	0.3479934	0.0034308	0.6271308	0.6245770	0.3350601	0.6720836	0.2263564	0.3599411	0.1649397	0.5427270	0.3375137	0.7205809	0.2609879	0.6172827	0.0790251	0.7025801	0.5021745	0.4741166	0.7173182	0.3348954	0.6945749	0.5650670	0.4699783	0.6589667	0.8124281	0.6670810	0.4961648	0.6885274	0.3487122	0.6956973	0.0292388	0.4046023
900	0.0667705	0.6902844	0.3002802	0.7169236	0.0363421	0.0641362	0.0450761	0.7095650	0.0483778	0.0000559	0.3393052	0.2209963	0.0227653	0.2118961	0.2879778	0.7694460	0.3782124	0.2583561	0.0117578	0.0878689	0.1168281	0.2946466	0.5645923	0.1179715	0.7423466	0.0527861	0.2245971	0.2412400	0.0361243	0.0112887	0.2395252	0.5978444	0.1726403	0.6364098	0.1205020	0.0004032	0.2264839	0.0755727	0.1690939	0.0784391	0.4982927	0.7332702	0.5470493	0.4140935	0.3487817	0.1461499	0.5270482	0.7686181	0.3334524	0.0056778	0.7152776	0.6408687	0.3122380	0.6434444	0.1768682	0.3501422	0.2213529	0.7759118	0.3665499	0.7654195	0.2193523	0.6058600	0.0752842	0.6752867	0.4685260	0.4927983	0.8520012	0.4347767	0.7005730	0.6568058	0.4121751	0.6181923	0.7018625	0.5833756	0.5827713	0.6511984	0.3806924	0.6690053	0.0180968	0.3873841
950	0.0843943	0.7489244	0.3541392	0.6367041	0.0074012	0.0576124	0.0351083	0.7217839	0.0666699	0.0052653	0.2967428	0.2190547	0.0197121	0.2673190	0.3849870	0.6626039	0.4262217	0.2322752	0.0278736	0.1236965	0.0877119	0.3938600	0.4887515	0.0875421	0.6304617	0.0326190	0.2512966	0.3512002	0.0281194	0.0205698	0.1537744	0.7115539	0.1785524	0.6036368	0.0843971	0.0090626	0.2096012	0.1439856	0.1950449	0.0707834	0.4096398	0.7268962	0.5578357	0.4069405	0.2473401	0.1460628	0.6230759	0.8283887	0.3827132	0.0012195	0.6211084	0.7066745	0.4860472	0.5290539	0.2168423	0.4256993	0.2251930	0.6419603	0.3108184	0.6227377	0.1942936	0.6707437	0.0350242	0.6721225	0.6252112	0.4806296	0.7394537	0.3393443	0.7231275	0.7703234	0.5621734	0.6073474	0.7379321	0.5526708	0.5896639	0.7795992	0.2473270	0.7794584	0.0518761	0.3657050
1000	0.0888194	0.7709858	0.2447399	0.7012568	0.0136527	0.0750303	0.0717880	0.7284817	0.0803033	0.0000000	0.3514212	0.1459858	0.0151749	0.2220171	0.4136620	0.6068233	0.3709735	0.2710346	0.0123219	0.1170795	0.1495325	0.3417383	0.5734786	0.1061287	0.6300591	0.0647590	0.2631421	0.3594882	0.0139972	0.0113588	0.1294709	0.4736782	0.1177817	0.8346949	0.0799704	0.0022279	0.2542331	0.1683566	0.1415216	0.2047427	0.4132623	0.7111878	0.4812753	0.4447153	0.2810414	0.1637273	0.6217838	0.6352778	0.3963996	0.0031742	0.7049420	0.7118235	0.2774764	0.6597633	0.2002168	0.4241393	0.1141933	0.6208587	0.4172925	0.6304827	0.3225918	0.5746087	0.0364792	0.5731086	0.5499143	0.5437713	0.7062771	0.3522592	0.7108347	0.7311556	0.4866697	0.5814391	0.6083030	0.6358050	0.4717217	0.8459123	0.3114969	0.6640554	0.0331765	0.3891348

0	0.1125201	0.6806149	0.2760627	0.7873917	0.0105126	0.0756078	0.0691883	0.7741062	0.0760600	0.0001535	0.2823985	0.1189643	0.0113285	0.2937762	0.4532075	0.6361951	0.4073533	0.3171251	0.0559029	0.0858580	0.1251715	0.4206702	0.5741179	0.1627538	0.6302663	0.0542321	0.4292440	0.2605058	0.0449427	0.0450290	0.2240661	0.6487136	0.1594063	0.7139523	0.0992657	0.0012876	0.2529515	0.1403848	0.2476583	0.1776324	0.3413151	0.6895758	0.4506174	0.3992228	0.2742817	0.2239350	0.5288792	0.7754824	0.4424163	0.0115340	0.6657191	0.6692148	0.2970400	0.6460009	0.2637664	0.4885792	0.2130002	0.7660732	0.3912695	0.7325228	0.2615879	0.6874839	0.0393252	0.6709468	0.6049879	0.5121274	0.7202545	0.3824693	0.6738392	0.7779649	0.5114643	0.6108131	0.6598956	0.5479336	0.3907733	0.6313529	0.3606274	0.6198245	0.0619726	0.4611284
50	0.0534499	0.6091186	0.3111351	0.1941530	0.0181197	0.0713453	0.0589675	0.7321824	0.0306766	0.0000000	0.2844182	0.1763293	0.0000706	0.2226068	0.2485768	0.6516545	0.3798655	0.1733389	0.0319535	0.0890359	0.0839927	0.3624990	0.5334148	0.1382458	0.7143400	0.0599847	0.1220006	0.2735495	0.0381444	0.0029847	0.1161745	0.6477738	0.1937736	0.7034653	0.0975781	0.0014423	0.2486058	0.1120807	0.2115478	0.1121756	0.3191232	0.6048350	0.5474130	0.5210547	0.3021473	0.2818657	0.6057345	0.6257622	0.4584339	0.0037437	0.4372165	0.6847280	0.2918434	0.6689623	0.2579204	0.4049735	0.2361004	0.6124996	0.6389798	0.6119240	0.2039765	0.6078257	0.4441432	0.6425541	0.4757679	0.5946095	0.5922282	0.3859380	0.7317603	0.7339856	0.5092098	0.5864313	0.8059162	0.4585381	0.5278307	0.6549182	0.2323693	0.6378422	0.0019833	0.5949348
100	0.0917523	0.6861080	0.3536213	0.0904536	0.0210897	0.0548617	0.3358747	0.8096069	0.0981309	0.0000000	0.2654119	0.2004957	0.0000997	0.1833851	0.2792188	0.6391330	0.3206141	0.2102758	0.0120604	0.0978816	0.0550454	0.2915913	0.6656534	0.1050588	0.6843142	0.0539021	0.0586710	0.2863874	0.0195588	0.0194249	0.1190675	0.5502559	0.1193841	0.6866236	0.0883618	0.0013015	0.2167107	0.0938929	0.1178731	0.1143253	0.3370314	0.6398938	0.5793581	0.5838785	0.2107396	0.3760323	0.6455735	0.5373463	0.5744629	0.0007167	0.3631496	0.6129155	0.3234950	0.6062504	0.1930728	0.4573887	0.2301491	0.4828477	0.5661155	0.7922185	0.2192455	0.7256342	0.5562188	0.6523854	0.4702038	0.5761767	0.9592280	0.3501175	0.6920396	0.7274250	0.6442666	0.6554120	0.6402050	0.5390427	0.4318461	0.6581459	0.2722308	0.5842866	0.0000621	0.6167074
150	0.1288484	0.7741849	0.4684854	0.0776240	0.0271447	0.1249080	0.6404870	0.7898091	0.1526462	0.0013885	0.2846411	0.1963785	0.0002066	0.2236334	0.2272691	0.7257780	0.3477485	0.1802233	0.0291403	0.0815643	0.0590726	0.4025827	0.4237146	0.1327925	0.6449534	0.0535673	0.0479283	0.1956307	0.0213712	0.0173744	0.0824277	0.6113018	0.1331497	0.7767207	0.0636500	0.0032047	0.2177038	0.1119657	0.1166937	0.0877144	0.3393354	0.5850372	0.3944984	0.6887974	0.3940121	0.4400919	0.6333204	0.7535041	0.5794409	0.0013241	0.3129595	0.6444746	0.3401853	0.7511244	0.1878826	0.4019886	0.1597547	0.5202899	0.5957593	0.7140486	0.1565458	0.7287352	0.7283110	0.6854667	0.4190490	0.6457292	0.7395460	0.3953556	0.6230818	0.6822852	0.4568809	0.7652533	0.6059390	0.5839009	0.4273544	0.6360153	0.3749043	0.7129729	0.0022619	0.5540658
200	0.1341508	0.6777359	0.4347922	0.0522305	0.0074485	0.1360708	0.6246680	0.8074605	0.2260312	0.0016867	0.2647676	0.1343203	0.0012685	0.2612355	0.3736127	0.8061017	0.5268731	0.2161321	0.0132774	0.0775000	0.0813344	0.2749625	0.6531541	0.2015958	0.7866901	0.0364747	0.0791073	0.3165305	0.0202191	0.0076293	0.0436960	0.5571142	0.2017648	0.6578902	0.0917000	0.0023087	0.2069392	0.1403182	0.1191962	0.0637991	0.3465818	0.7716497	0.4215391	0.7324443	0.3109046	0.4297757	0.5721670	0.7562995	0.5264906	0.0026349	0.3459559	0.6792334	0.2838550	0.6727706	0.1504176	0.3391807	0.1935253	0.4763650	0.5898902	0.6773902	0.2053987	0.5351221	0.6782276	0.5414213	0.4733837	0.5295847	0.7351635	0.4711220	0.7701672	0.5797610	0.5101316	0.9520446	0.6694398	0.5928105	0.4606540	0.6155406	0.2810531	0.9058003	0.0000022	0.6031211
250	0.1154206	0.7333708	0.4635575	0.0801456	0.0345223	0.1709010	0.6458348	0.6486792	0.1624225	0.0000000	0.3634386	0.1619667	0.0052783	0.3012800	0.2485583	0.5944877	0.3802464	0.2126933	0.0124037	0.1237289	0.1112922	0.3810662	0.6169101	0.0647902	0.9368097	0.0488768	0.0978847	0.2791415	0.0242966	0.0126363	0.0743646	0.6386667	0.2215393	0.7363893	0.1149692	0.0005663	0.3007130	0.1530581	0.0944153	0.1175323	0.3534279	0.7596416	0.4686710	0.5938616	0.3255200	0.4091709	0.6133863	0.7905516	0.6618284	0.0099054	0.3209418	0.6073774	0.3495438	0.6807684	0.1588467	0.3625779	0.2402085	0.4304583	0.7324293	0.6993154	0.1512444	0.6623401	0.6367291	0.6728411	0.3861635	0.5170353	0.8430275	0.3946742	0.5507900	0.7006297	0.6184159	0.7764934	0.6187441	0.6247237	0.3865330	0.7293216	0.3425945	0.7944354	0.0005820	0.6897716
300	0.1592664	0.5706247	0.4579721	0.0586006	0.0212927	0.1271038	0.7005275	0.5828498	0.1951086	0.0003741	0.2805838	0.1351118	0.0025145	0.2455357	0.2954989	0.5734975	0.3751930	0.1811403	0.0172924	0.0802292	0.0949036	0.3155150	0.5191359	0.1440970	0.5907850	0.0507418	0.1482285	0.2673598	0.0201769	0.0082920	0.0448143	0.6851421	0.0949600	0.6711102	0.0746485	0.0055585	0.1782554	0.1965665	0.1016996	0.1378020	0.3533227	0.6653777	0.4133104	0.6027587	0.3292211	0.4236472	0.5859299	0.6016790	0.6082507	0.0000000	0.3138451	0.6932614	0.2684914	0.6079478	0.1555675	0.4642488	0.1719165	0.6005488	0.6764020	0.6546688	0.2022840	0.7034904	0.6104976	0.7034314	0.3641164	0.5272120	0.7141285	0.3501445	0.6214994	0.7492418	0.5421429	0.7268147	0.6750078	0.6126357	0.4681706	0.6461111	0.3094273	0.7071301	0.0010982	0.7747873
